Soil_Type,Crop_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Level,Rainfall,Temperature,Recommended_Fertilizer
Chalky,Soybean,7.5,78,57,51,10.6,209,18.4,Vermicompost
Peaty,Cotton,5.8,112,39,60,22.2,84,31.1,10-26-26
Loamy,Barley,7.2,54,46,67,21.1,158,22.7,10-26-26
Chalky,Soybean,8.5,120,21,68,20.7,201,25.7,10-26-26
Loamy,Barley,5.2,114,56,44,29.9,93,29.8,Compost
Peaty,Cotton,5.4,61,53,70,12.1,238,29.6,Compost
Silty,Wheat,7.1,71,22,66,16.8,108,34.2,10-26-26
Sandy,Rice,5.1,96,40,56,20.8,118,34.0,Compost
Silty,Barley,6.2,66,46,62,26.0,236,24.8,Compost
Chalky,Barley,5.6,47,28,63,34.6,133,25.0,10-26-26
Peaty,Maize,8.1,101,53,54,15.7,160,21.6,DAP
Sandy,Cotton,4.6,108,41,64,26.3,170,24.3,Compost
Chalky,Soybean,8.0,73,59,60,21.8,129,34.5,DAP
Loamy,Sugarcane,5.2,78,34,49,31.7,153,31.2,Compost
Chalky,Wheat,7.6,102,40,60,31.1,169,30.9,Urea
Peaty,Soybean,7.0,75,38,37,13.3,226,18.6,10-26-26
Chalky,Sugarcane,8.2,88,45,52,25.4,117,31.5,NPK
Loamy,Rice,6.4,76,25,52,12.9,193,20.1,10-26-26
Chalky,Maize,7.2,101,33,42,20.8,217,21.4,10-26-26
Peaty,Barley,6.5,74,28,36,11.6,237,27.9,10-26-26
Chalky,Sugarcane,5.6,70,35,33,29.9,215,23.3,10-26-26
Sandy,Barley,6.3,69,23,36,10.3,185,19.2,10-26-26
Loamy,Barley,6.1,100,26,73,22.0,115,28.2,10-26-26
Clay,Sugarcane,5.7,60,46,71,27.4,201,32.6,Compost
Chalky,Wheat,7.6,76,40,48,11.0,245,26.2,Urea
Clay,Soybean,4.9,51,56,44,16.1,216,34.8,10-26-26
Chalky,Barley,5.1,44,31,56,22.5,125,28.5,10-26-26
Clay,Soybean,7.3,90,51,41,24.0,154,18.2,Urea
Clay,Maize,5.8,112,58,36,22.9,165,19.5,10-26-26
Loamy,Cotton,5.9,109,53,61,10.8,114,19.3,DAP
Peaty,Cotton,6.1,74,32,37,13.3,164,27.6,10-26-26
Sandy,Barley,7.3,98,36,75,30.0,127,21.4,Urea
Clay,Barley,5.2,83,38,66,12.6,129,28.8,Compost
Sandy,Sugarcane,7.3,91,47,62,10.8,163,33.9,NPK
Clay,Cotton,4.7,52,31,38,23.5,202,30.1,10-26-26
Loamy,Wheat,8.0,40,36,54,27.9,140,31.6,10-26-26
Silty,Soybean,5.9,74,41,49,30.4,229,19.4,NPK
Peaty,Rice,8.1,73,43,74,23.7,140,31.9,Urea
Chalky,Rice,6.3,99,39,40,26.1,183,26.9,NPK
Chalky,Sugarcane,7.4,79,27,70,12.0,155,19.0,10-26-26
Loamy,Sugarcane,5.5,68,34,38,14.0,202,32.8,10-26-26
Sandy,Cotton,5.4,117,43,56,34.4,220,23.7,Compost
Silty,Soybean,5.2,108,33,78,29.7,143,29.2,Compost
Chalky,Soybean,6.5,116,25,63,23.9,194,30.2,10-26-26
Peaty,Barley,5.4,86,24,66,34.9,108,34.6,10-26-26
Clay,Soybean,7.1,110,52,42,15.0,226,29.6,Vermicompost
Sandy,Wheat,4.8,81,53,58,10.8,109,22.4,Compost
Chalky,Wheat,6.4,114,51,35,31.7,210,30.4,10-26-26
Silty,Soybean,7.5,47,49,38,20.6,211,23.9,10-26-26
Silty,Cotton,6.0,112,23,65,34.7,198,18.7,10-26-26
Chalky,Soybean,8.0,79,21,55,24.5,145,25.5,10-26-26
Clay,Barley,7.4,67,57,34,22.2,91,32.8,10-26-26
Silty,Maize,8.1,48,54,33,20.5,97,22.7,10-26-26
Silty,Rice,6.9,76,46,41,32.8,114,21.6,NPK
Chalky,Barley,7.0,93,43,54,25.8,194,30.5,Urea
Silty,Cotton,5.0,50,54,38,27.9,247,33.5,10-26-26
Loamy,Rice,5.2,62,54,55,15.9,215,34.5,Compost
Sandy,Barley,5.2,68,20,78,31.4,85,26.4,10-26-26
Loamy,Cotton,5.5,109,47,64,31.8,177,25.6,DAP
Sandy,Wheat,6.6,98,42,39,19.0,150,28.1,10-26-26
Sandy,Barley,5.2,54,22,72,19.8,187,34.5,10-26-26
Peaty,Soybean,5.5,42,35,43,26.4,97,23.5,10-26-26
Clay,Sugarcane,7.6,44,48,68,13.3,92,34.5,10-26-26
Sandy,Barley,6.3,45,45,58,15.9,139,19.2,10-26-26
Peaty,Wheat,5.2,47,28,62,23.0,154,23.7,10-26-26
Sandy,Soybean,7.8,113,40,66,20.8,233,22.2,NPK
Loamy,Wheat,7.0,78,29,72,27.7,213,20.8,10-26-26
Sandy,Cotton,5.2,78,37,33,10.9,222,30.5,10-26-26
Peaty,Barley,7.2,62,60,73,21.9,189,32.4,Vermicompost
Silty,Rice,7.7,84,44,80,24.6,214,32.8,NPK
Loamy,Barley,5.3,93,46,39,12.8,156,22.6,10-26-26
Silty,Wheat,4.7,108,50,45,23.3,137,33.9,Compost
Loamy,Soybean,4.7,58,49,33,13.1,223,25.7,10-26-26
Silty,Cotton,8.2,111,53,38,17.9,179,26.6,10-26-26
Sandy,Maize,4.7,66,41,71,13.7,100,34.8,Compost
Silty,Soybean,8.4,87,25,64,10.1,128,34.2,10-26-26
Clay,Maize,7.1,88,58,68,31.7,90,25.7,DAP
Clay,Wheat,6.6,115,55,43,22.2,202,29.3,Urea
Sandy,Soybean,5.1,82,39,30,10.7,134,23.2,10-26-26
Sandy,Barley,7.3,55,50,45,15.0,234,29.4,10-26-26
Chalky,Wheat,8.4,90,35,65,12.3,162,29.4,Urea
Loamy,Cotton,6.3,99,54,71,31.7,171,21.0,DAP
Loamy,Maize,7.3,86,52,61,31.0,199,34.1,DAP
Clay,Soybean,7.2,100,40,43,22.4,174,28.5,10-26-26
Silty,Rice,8.0,112,34,77,24.3,117,18.5,NPK
Clay,Maize,8.2,110,57,67,27.2,186,29.5,DAP
Loamy,Wheat,5.4,65,41,44,26.5,177,24.7,Compost
Peaty,Soybean,7.1,71,51,65,12.7,247,29.2,NPK
Loamy,Maize,8.5,102,51,59,11.2,123,34.6,DAP
Chalky,Soybean,6.1,85,30,38,31.8,219,31.3,10-26-26
Silty,Wheat,6.8,109,23,63,28.5,88,32.9,10-26-26
Clay,Soybean,6.1,46,20,56,18.2,115,29.3,10-26-26
Chalky,Wheat,7.7,48,29,30,29.1,135,31.6,10-26-26
Peaty,Cotton,6.2,87,23,69,30.4,243,20.0,10-26-26
Chalky,Sugarcane,6.7,101,51,31,10.1,81,23.5,10-26-26
Peaty,Sugarcane,6.0,92,20,31,19.9,215,29.8,10-26-26
Chalky,Maize,6.1,108,38,31,21.2,208,22.0,10-26-26
Chalky,Barley,6.0,95,31,36,15.7,104,19.2,10-26-26
Peaty,Wheat,6.9,70,32,69,26.7,214,28.5,10-26-26
Loamy,Maize,6.4,90,25,53,19.5,183,32.7,10-26-26
Silty,Sugarcane,6.6,71,34,49,22.0,100,18.4,NPK
Chalky,Soybean,5.9,44,25,55,19.5,177,24.8,10-26-26
Silty,Sugarcane,6.8,100,23,70,23.3,82,28.3,10-26-26
Chalky,Wheat,7.6,50,51,57,30.3,245,30.2,10-26-26
Loamy,Sugarcane,8.3,52,53,32,10.5,138,21.3,10-26-26
Sandy,Soybean,4.5,112,50,47,26.2,91,33.3,Compost
Clay,Barley,5.5,75,54,66,33.2,248,19.0,Urea
Clay,Wheat,8.2,80,21,43,18.8,230,19.7,10-26-26
Sandy,Soybean,6.4,90,24,49,16.4,121,22.8,10-26-26
Peaty,Wheat,5.7,112,44,73,30.1,218,27.2,Urea
Loamy,Cotton,5.7,57,25,62,25.3,168,30.2,10-26-26
Clay,Rice,5.6,95,34,34,20.3,167,20.1,10-26-26
Peaty,Soybean,5.2,118,58,55,27.0,163,21.1,Compost
Clay,Barley,6.6,74,48,61,27.7,138,19.8,Urea
Loamy,Sugarcane,6.8,88,47,41,16.4,229,34.4,NPK
Chalky,Cotton,6.4,50,59,48,30.1,143,27.4,10-26-26
Chalky,Rice,4.7,50,37,39,25.8,177,34.2,10-26-26
Chalky,Soybean,6.9,59,44,50,30.5,172,33.0,10-26-26
Clay,Rice,5.4,40,39,58,15.3,172,28.4,10-26-26
Loamy,Rice,6.1,56,25,41,31.0,190,33.3,10-26-26
Silty,Sugarcane,5.9,111,52,56,15.9,106,31.3,NPK
Clay,Rice,5.6,85,55,35,30.6,232,25.2,10-26-26
Peaty,Soybean,7.2,81,44,30,12.4,154,28.6,10-26-26
Silty,Cotton,6.3,50,55,45,24.7,226,20.9,10-26-26
Peaty,Wheat,7.4,88,30,38,31.6,148,21.7,10-26-26
Loamy,Maize,4.9,103,29,34,10.6,122,28.9,10-26-26
Silty,Maize,6.9,93,39,60,23.7,99,21.9,10-26-26
Loamy,Wheat,6.1,120,51,68,24.9,237,26.4,Urea
Sandy,Cotton,8.5,53,28,49,13.4,81,29.8,10-26-26
Silty,Maize,6.1,119,44,51,20.7,192,30.2,DAP
Loamy,Cotton,7.3,116,28,49,34.8,162,20.2,10-26-26
Peaty,Barley,4.9,65,50,50,28.1,125,27.8,Compost
Silty,Maize,5.6,77,60,61,12.0,227,19.5,DAP
Sandy,Maize,8.1,88,37,80,14.8,180,23.5,10-26-26
Clay,Sugarcane,5.4,65,57,64,18.9,126,19.2,Compost
Chalky,Soybean,6.6,110,21,76,11.7,198,31.6,10-26-26
Chalky,Wheat,5.4,96,38,74,23.5,97,33.0,Compost
Silty,Barley,7.1,103,28,70,23.3,157,23.5,10-26-26
Sandy,Maize,5.8,59,47,80,26.7,176,34.9,10-26-26
Clay,Cotton,7.1,116,50,67,23.9,182,30.4,DAP
Peaty,Sugarcane,6.4,93,54,32,11.5,172,27.6,10-26-26
Chalky,Soybean,8.3,108,58,70,14.4,101,29.7,Urea
Sandy,Barley,5.3,85,30,71,23.4,236,19.6,Compost
Clay,Sugarcane,6.3,91,41,80,28.9,190,23.9,NPK
Clay,Rice,7.2,52,36,44,29.9,210,33.8,10-26-26
Chalky,Sugarcane,5.4,111,57,74,20.0,227,20.6,Compost
Sandy,Cotton,8.5,87,45,59,33.2,230,27.2,DAP
Chalky,Sugarcane,7.9,59,42,31,23.0,203,28.6,10-26-26
Clay,Maize,4.9,93,25,37,28.9,116,20.2,10-26-26
Loamy,Maize,7.8,83,49,80,29.6,132,30.0,DAP
Peaty,Cotton,4.6,84,50,36,17.6,192,22.5,10-26-26
Chalky,Barley,5.9,97,40,34,12.2,156,33.9,10-26-26
Clay,Soybean,6.7,54,21,51,17.6,245,24.7,10-26-26
Clay,Barley,6.3,61,35,63,25.0,124,26.8,Vermicompost
Sandy,Maize,8.2,111,47,59,22.4,139,34.9,DAP
Silty,Barley,7.9,63,31,70,15.2,248,33.8,Compost
Silty,Rice,5.0,118,32,58,30.4,231,24.5,Compost
Silty,Cotton,8.0,40,33,43,31.7,151,31.7,10-26-26
Chalky,Soybean,7.7,48,56,36,17.6,217,19.4,10-26-26
Sandy,Maize,6.1,81,32,59,14.3,109,29.8,10-26-26
Chalky,Soybean,5.9,102,53,70,34.4,160,28.9,Vermicompost
Silty,Sugarcane,7.8,90,57,37,13.3,169,32.7,10-26-26
Loamy,Soybean,8.2,98,59,41,22.2,156,28.3,Vermicompost
Peaty,Rice,7.6,57,40,37,14.4,141,26.5,10-26-26
Loamy,Rice,6.1,63,43,74,13.7,116,24.2,Vermicompost
Silty,Cotton,4.8,116,28,66,10.6,178,20.3,10-26-26
Silty,Wheat,8.4,102,60,64,23.7,245,34.4,Urea
Sandy,Sugarcane,6.2,61,51,48,17.8,115,26.6,DAP
Loamy,Soybean,6.3,97,59,33,12.6,171,28.9,10-26-26
Clay,Cotton,5.4,57,32,54,25.5,223,29.1,10-26-26
Peaty,Barley,5.1,103,46,73,11.5,205,31.3,Compost
Silty,Barley,6.3,96,51,40,11.5,101,34.9,Urea
Peaty,Rice,4.7,68,38,32,27.4,150,34.7,10-26-26
Sandy,Sugarcane,5.5,76,30,79,13.6,197,20.1,Vermicompost
Chalky,Soybean,5.7,103,55,62,12.5,108,29.8,Vermicompost
Clay,Maize,4.7,109,43,64,22.7,90,34.9,Compost
Chalky,Cotton,7.8,109,33,57,25.4,106,23.2,NPK
Chalky,Soybean,7.0,71,39,32,23.2,195,25.2,10-26-26
Loamy,Maize,5.0,51,48,37,32.2,140,25.6,10-26-26
Sandy,Soybean,5.3,115,42,75,19.2,236,25.0,Compost
Chalky,Cotton,7.8,61,59,38,28.3,132,31.1,10-26-26
Sandy,Soybean,4.5,47,56,52,20.4,216,26.2,10-26-26
Loamy,Sugarcane,4.6,108,30,50,16.5,154,30.9,Compost
Loamy,Sugarcane,5.0,74,52,73,23.4,104,21.7,Compost
Sandy,Soybean,4.5,92,23,47,16.0,247,34.6,10-26-26
Sandy,Barley,7.7,56,35,39,34.0,162,26.3,10-26-26
Sandy,Soybean,4.9,90,51,39,23.7,227,25.7,10-26-26
Chalky,Maize,7.9,120,46,54,12.5,195,26.3,DAP
Clay,Barley,5.1,51,45,62,18.1,151,30.5,10-26-26
Chalky,Maize,6.4,98,51,50,19.4,228,24.7,DAP
Clay,Soybean,6.3,51,49,70,29.6,250,33.2,10-26-26
Chalky,Maize,8.3,48,54,55,29.7,135,23.4,10-26-26
Silty,Soybean,7.3,67,51,47,20.9,162,22.3,10-26-26
Loamy,Sugarcane,7.9,113,28,66,11.0,204,33.3,10-26-26
Loamy,Barley,6.3,46,22,36,25.9,240,29.2,10-26-26
Silty,Rice,8.1,55,30,58,25.9,196,28.4,10-26-26
Clay,Cotton,4.8,65,28,71,23.0,157,20.6,10-26-26
Sandy,Soybean,7.4,75,25,71,22.8,172,29.6,10-26-26
Loamy,Rice,4.7,87,30,33,12.1,181,30.2,10-26-26
Chalky,Maize,4.8,69,47,71,11.8,103,18.2,Compost
Chalky,Rice,8.3,40,33,60,28.4,99,24.0,10-26-26
Sandy,Sugarcane,5.7,68,53,73,18.7,193,31.2,Urea
Clay,Barley,7.1,83,27,57,14.6,113,21.0,10-26-26
Silty,Rice,4.9,69,44,35,26.5,106,31.0,10-26-26
Clay,Maize,5.6,87,39,38,10.5,177,19.4,10-26-26
Sandy,Barley,8.4,58,24,63,17.4,224,31.1,10-26-26
Clay,Sugarcane,7.0,61,48,52,19.5,134,21.5,NPK
Chalky,Wheat,5.0,92,59,73,25.4,193,31.2,Compost
Sandy,Rice,7.1,52,28,78,23.3,111,18.7,10-26-26
Peaty,Barley,8.4,89,42,57,30.0,160,23.0,Urea
Sandy,Wheat,8.4,75,25,45,25.0,221,27.9,10-26-26
Peaty,Sugarcane,7.5,117,38,79,30.3,86,29.2,NPK
Chalky,Maize,5.0,66,53,68,18.5,210,33.8,Compost
Sandy,Barley,5.4,90,38,71,19.3,93,25.3,Compost
Sandy,Cotton,6.3,89,27,45,25.3,207,34.0,10-26-26
Chalky,Sugarcane,5.5,49,53,30,13.0,172,21.4,10-26-26
Loamy,Wheat,8.0,89,56,56,26.1,173,22.9,Urea
Peaty,Barley,7.8,62,50,79,31.5,98,32.4,Urea
Peaty,Rice,8.2,41,36,43,16.3,90,30.8,10-26-26
Clay,Soybean,6.3,90,52,48,31.0,240,30.4,NPK
Peaty,Soybean,7.6,93,47,74,26.4,182,21.0,Urea
Chalky,Sugarcane,6.7,108,59,39,34.6,151,33.9,10-26-26
Clay,Maize,4.7,50,52,43,14.1,119,20.2,10-26-26
Peaty,Maize,7.4,90,57,70,30.4,246,21.6,DAP
Chalky,Barley,6.5,48,39,74,31.0,191,30.5,10-26-26
Chalky,Soybean,6.7,70,23,45,24.8,102,26.6,10-26-26
Silty,Rice,5.7,98,59,68,24.1,94,29.7,NPK
Loamy,Barley,8.0,62,27,30,25.9,115,30.9,10-26-26
Chalky,Rice,5.1,60,51,52,21.5,213,18.2,Compost
Peaty,Soybean,5.5,73,30,53,28.2,112,34.9,NPK
Loamy,Barley,4.9,55,21,51,20.0,189,31.6,10-26-26
Loamy,Sugarcane,5.3,48,36,75,23.9,227,30.5,10-26-26
Chalky,Rice,7.0,103,49,62,14.7,172,24.0,NPK
Clay,Cotton,7.6,112,30,53,23.9,120,18.1,10-26-26
Clay,Sugarcane,7.5,54,34,77,10.9,210,30.7,10-26-26
Clay,Rice,5.3,41,35,32,34.0,200,24.3,10-26-26
Loamy,Cotton,5.8,59,31,32,13.7,221,23.2,10-26-26
Chalky,Barley,8.0,93,34,50,34.9,143,24.3,Urea
Silty,Barley,6.3,80,37,34,28.1,226,33.1,10-26-26
Loamy,Rice,6.9,104,23,41,19.8,137,25.0,10-26-26
Peaty,Rice,7.3,91,24,59,10.1,152,28.5,10-26-26
Loamy,Maize,5.9,51,55,59,29.9,82,19.6,10-26-26
Loamy,Wheat,6.9,77,56,80,22.0,157,28.9,Urea
Chalky,Sugarcane,4.8,71,49,53,24.5,231,27.5,Compost
Silty,Soybean,6.7,65,54,78,25.1,142,29.5,DAP
Clay,Cotton,7.7,43,34,64,16.7,168,32.0,10-26-26
Chalky,Soybean,6.5,41,41,30,11.9,248,19.0,10-26-26
Silty,Soybean,5.8,79,26,43,29.6,215,30.0,10-26-26
Sandy,Cotton,7.7,102,23,39,22.9,151,25.5,10-26-26
Clay,Rice,5.1,69,53,56,18.2,175,25.4,Compost
Silty,Barley,4.9,50,57,36,15.5,209,28.2,10-26-26
Sandy,Barley,7.4,90,24,67,35.0,225,33.9,10-26-26
Clay,Cotton,7.1,56,35,48,20.5,146,28.8,10-26-26
Loamy,Soybean,7.6,90,40,50,13.0,195,25.0,10-26-26
Sandy,Rice,7.9,65,28,79,19.6,229,27.7,10-26-26
Clay,Wheat,6.9,53,30,58,14.6,199,24.2,10-26-26
Loamy,Cotton,5.8,55,54,52,10.7,133,18.4,10-26-26
Silty,Maize,7.8,99,36,37,16.8,103,26.8,10-26-26
Sandy,Soybean,5.7,78,58,32,33.5,135,22.4,10-26-26
Loamy,Wheat,6.2,51,35,52,31.8,181,32.3,10-26-26
Peaty,Rice,5.2,78,36,41,30.1,87,25.8,Compost
Silty,Soybean,6.4,97,55,77,13.3,220,19.4,DAP
Clay,Cotton,7.4,53,28,37,22.4,83,25.4,10-26-26
Clay,Soybean,7.4,68,28,42,29.1,182,20.7,10-26-26
Loamy,Barley,6.9,120,25,67,13.4,230,30.8,10-26-26
Loamy,Soybean,7.1,49,21,34,33.9,130,19.2,10-26-26
Chalky,Cotton,4.7,56,25,51,17.1,111,22.4,10-26-26
Clay,Cotton,5.5,46,30,66,32.7,190,22.2,10-26-26
Chalky,Cotton,5.6,103,21,54,29.0,189,25.6,10-26-26
Sandy,Maize,7.6,67,31,47,11.6,151,26.3,Compost
Sandy,Rice,4.6,118,59,69,11.6,142,33.4,Compost
Chalky,Maize,5.1,103,46,65,23.3,202,25.0,Compost
Clay,Rice,5.9,75,44,38,32.5,187,18.4,10-26-26
Sandy,Barley,7.2,107,35,70,34.1,219,27.5,Urea
Clay,Cotton,8.2,85,50,64,11.3,204,25.1,DAP
Loamy,Sugarcane,5.5,104,40,54,28.3,149,34.7,NPK
Sandy,Rice,5.5,80,58,44,26.4,87,21.4,10-26-26
Clay,Soybean,6.8,100,53,52,21.6,229,34.5,DAP
Sandy,Rice,6.9,71,35,47,18.7,216,19.9,NPK
Clay,Soybean,5.1,68,56,54,15.6,170,22.3,Compost
Sandy,Wheat,7.9,70,57,50,24.0,171,26.9,Vermicompost
Clay,Barley,5.0,85,56,66,31.5,116,30.3,Compost
Peaty,Wheat,4.8,103,54,49,27.7,124,27.2,Compost
Silty,Rice,4.8,51,23,44,21.5,234,26.2,10-26-26
Sandy,Rice,5.2,107,50,30,33.6,164,32.4,10-26-26
Peaty,Wheat,7.2,56,41,75,21.6,125,25.0,10-26-26
Loamy,Rice,7.1,42,29,67,23.6,116,19.1,10-26-26
Clay,Soybean,6.6,107,43,34,30.2,175,25.8,10-26-26
Chalky,Barley,4.7,90,57,36,29.7,166,21.4,10-26-26
Loamy,Maize,5.5,57,30,76,14.1,191,23.6,10-26-26
Chalky,Cotton,7.5,80,31,75,23.0,223,21.5,NPK
Peaty,Soybean,8.0,85,34,72,32.0,230,32.8,DAP
Silty,Maize,5.5,77,28,41,21.3,80,34.7,10-26-26
Chalky,Sugarcane,7.6,90,56,32,10.7,126,19.1,10-26-26
Peaty,Maize,6.4,118,34,70,32.7,224,27.2,Urea
Silty,Wheat,6.5,82,24,45,12.6,168,29.2,10-26-26
Loamy,Wheat,7.8,51,60,76,19.5,165,31.2,10-26-26
Silty,Rice,8.4,73,33,45,15.1,97,26.9,10-26-26
Loamy,Soybean,5.6,53,20,33,29.8,178,27.8,10-26-26
Silty,Barley,7.0,93,30,56,29.9,206,24.7,Urea
Silty,Maize,8.2,109,44,36,23.3,202,20.7,10-26-26
Peaty,Barley,7.3,68,30,58,29.8,98,23.4,Urea
Loamy,Rice,7.9,80,36,36,32.7,98,22.7,10-26-26
Loamy,Wheat,8.4,88,30,76,13.5,99,21.4,Urea
Peaty,Rice,5.2,83,58,69,32.3,203,29.1,Compost
Chalky,Rice,5.1,95,30,68,21.0,191,28.5,Compost
Sandy,Rice,4.8,52,41,43,32.1,128,31.7,10-26-26
Silty,Barley,6.5,110,54,46,34.2,249,25.1,Urea
Loamy,Maize,8.4,70,26,33,26.7,180,28.8,10-26-26
Peaty,Sugarcane,5.2,102,29,33,32.0,172,25.3,10-26-26
Clay,Cotton,5.1,51,38,72,10.3,240,27.5,10-26-26
Peaty,Cotton,6.6,65,26,31,28.0,132,33.1,10-26-26
Sandy,Barley,4.8,77,25,60,28.3,109,21.2,10-26-26
Loamy,Soybean,7.9,90,50,61,30.5,249,27.2,10-26-26
Clay,Barley,7.3,109,44,41,17.9,174,26.0,Urea
Silty,Maize,7.8,63,48,32,21.5,147,24.1,10-26-26
Silty,Cotton,6.5,73,34,47,30.7,224,23.7,Urea
Sandy,Soybean,5.2,52,25,72,27.8,168,32.0,10-26-26
Peaty,Cotton,4.9,115,34,65,16.0,95,20.4,Compost
Silty,Soybean,5.9,106,46,64,21.3,201,30.7,Vermicompost
Sandy,Cotton,7.1,78,25,55,25.5,88,24.0,10-26-26
Peaty,Sugarcane,7.9,106,56,73,21.8,238,34.6,NPK
Sandy,Rice,7.0,97,31,40,13.2,134,29.5,NPK
Sandy,Wheat,5.8,45,47,35,27.2,191,19.2,10-26-26
Sandy,Soybean,5.2,120,29,68,31.4,146,21.9,10-26-26
Loamy,Barley,7.8,48,25,54,17.0,222,28.9,10-26-26
Silty,Sugarcane,7.3,81,37,63,22.8,197,23.2,NPK
Clay,Soybean,5.4,119,57,63,10.8,187,23.2,Compost
Clay,Cotton,7.1,59,29,66,33.5,230,32.8,10-26-26
Peaty,Soybean,7.6,52,26,66,29.7,105,29.3,10-26-26
Loamy,Soybean,5.5,108,42,56,32.7,147,29.4,Compost
Chalky,Cotton,6.7,113,58,60,12.8,89,25.6,DAP
Sandy,Maize,6.3,91,29,69,31.6,235,27.3,10-26-26
Chalky,Barley,6.0,91,22,55,34.4,164,19.9,10-26-26
Chalky,Wheat,6.2,46,50,47,11.1,175,30.6,10-26-26
Clay,Maize,8.2,78,39,47,17.0,205,32.6,NPK
Chalky,Rice,5.7,69,28,49,32.8,193,30.8,10-26-26
Loamy,Maize,7.7,93,58,71,10.5,102,34.4,DAP
Sandy,Cotton,7.4,67,46,77,17.6,204,32.1,DAP
Peaty,Soybean,5.6,87,23,62,31.8,120,19.9,10-26-26
Clay,Maize,7.3,104,45,38,23.5,214,19.6,10-26-26
Peaty,Rice,5.5,62,32,42,10.3,94,26.0,DAP
Clay,Cotton,5.7,46,43,75,25.0,130,23.1,10-26-26
Loamy,Maize,5.7,99,52,55,28.6,242,18.8,DAP
Clay,Barley,8.1,43,35,53,31.3,205,29.4,10-26-26
Peaty,Cotton,6.9,62,50,67,32.3,221,21.2,DAP
Loamy,Maize,4.8,60,36,77,16.0,103,31.5,Compost
Loamy,Rice,4.6,89,23,40,24.6,226,34.9,10-26-26
Sandy,Soybean,7.9,68,34,73,23.0,132,19.1,10-26-26
Chalky,Cotton,7.8,105,21,79,25.0,82,20.0,10-26-26
Silty,Wheat,4.9,62,58,30,32.7,137,29.4,10-26-26
Loamy,Sugarcane,7.8,79,37,57,32.0,176,27.7,10-26-26
Silty,Maize,6.6,67,49,49,20.8,213,23.4,DAP
Peaty,Cotton,6.2,114,26,30,29.3,210,28.2,10-26-26
Chalky,Soybean,8.1,87,55,71,21.1,232,28.3,Vermicompost
Loamy,Maize,7.0,53,50,34,24.8,166,29.9,10-26-26
Loamy,Barley,5.4,81,37,46,22.8,247,19.8,Compost
Chalky,Barley,6.0,78,32,39,22.2,212,29.1,10-26-26
Sandy,Rice,8.3,116,45,72,25.0,161,30.6,NPK
Chalky,Wheat,6.5,43,51,48,25.9,146,19.2,10-26-26
Silty,Cotton,5.5,89,22,67,19.0,226,26.0,10-26-26
Sandy,Maize,4.7,68,54,70,13.5,201,22.7,Compost
Chalky,Maize,8.4,104,39,40,18.3,248,26.2,Vermicompost
Sandy,Maize,5.3,52,50,38,25.3,146,22.8,10-26-26
Chalky,Soybean,5.3,111,31,73,22.9,165,18.1,Compost
Chalky,Rice,4.5,68,42,44,15.5,158,18.6,Compost
Silty,Soybean,4.9,82,43,46,18.5,229,31.6,Compost
Loamy,Cotton,6.8,55,50,33,22.8,242,23.0,10-26-26
Peaty,Sugarcane,8.2,119,24,60,19.9,129,19.5,10-26-26
Peaty,Rice,7.0,88,53,49,12.8,185,23.9,NPK
Clay,Soybean,6.5,59,28,42,31.9,167,26.4,10-26-26
Silty,Sugarcane,7.3,98,29,50,34.8,126,20.2,10-26-26
Clay,Cotton,5.6,82,60,41,19.9,160,25.2,DAP
Chalky,Rice,6.1,40,48,47,32.7,133,30.1,10-26-26
Sandy,Sugarcane,6.9,60,51,80,17.7,102,32.0,DAP
Peaty,Cotton,8.3,94,45,57,30.5,202,18.0,DAP
Silty,Rice,7.0,44,54,42,11.3,175,22.4,10-26-26
Clay,Maize,4.7,107,32,31,25.1,81,29.7,10-26-26
Chalky,Barley,5.0,71,34,74,19.6,168,25.8,Compost
Loamy,Wheat,6.0,53,44,62,13.0,230,25.1,10-26-26
Loamy,Wheat,7.5,48,22,49,11.8,154,19.4,10-26-26
Silty,Barley,5.9,106,58,63,33.5,166,29.4,Urea
Silty,Barley,7.2,57,41,61,19.0,171,28.1,10-26-26
Sandy,Wheat,4.5,91,21,44,25.9,137,33.5,10-26-26
Chalky,Wheat,7.0,67,21,67,31.8,209,30.3,10-26-26
Sandy,Rice,5.0,86,22,54,32.6,243,19.1,10-26-26
Loamy,Soybean,6.6,108,59,33,13.6,232,18.2,10-26-26
Clay,Barley,6.2,53,21,33,17.4,109,26.3,10-26-26
Silty,Cotton,6.8,88,27,65,11.1,144,20.1,10-26-26
Silty,Barley,6.7,59,33,74,18.6,241,30.4,10-26-26
Clay,Maize,7.1,93,26,72,31.1,213,29.8,10-26-26
Loamy,Sugarcane,6.2,117,28,56,26.8,106,22.7,10-26-26
Peaty,Barley,5.7,119,27,48,29.7,109,25.6,10-26-26
Clay,Cotton,7.7,65,58,42,30.6,147,32.6,DAP
Peaty,Wheat,8.2,85,46,48,20.8,121,23.4,Urea
Clay,Sugarcane,6.8,103,33,74,19.3,203,28.2,NPK
Loamy,Wheat,7.3,40,20,72,27.2,102,24.4,10-26-26
Clay,Soybean,5.2,113,51,39,20.8,103,20.4,10-26-26
Peaty,Rice,8.1,52,36,71,18.6,139,20.6,10-26-26
Silty,Maize,4.6,73,49,33,26.1,105,28.8,10-26-26
Sandy,Soybean,5.9,45,38,53,11.8,160,25.0,10-26-26
